n_step,ijk,num_load,A1,A2,A3,A4,Tup,Tmid,Tdown,23x,23y,23z,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
12,1,397,0.2555664,0.2008789,0.07978516,0.2555664,0,0,0,-6.855219e+01,-3.223217e+01,9.439953e+01,2.473690e+02,2.921588e+02,     0,2.268333e+02,     0,1.104145e+02,1.108420e+02,3.065118e+02,2.513519e+02,2.466815e+02,5.161009e+02,4.652009e+02,4.843479e+02,1.782388e+02,2.262691e+02,2.014528e+02,8.839828e+01,6.868503e+01,5.884073e+01,7.208721e+01,5.646804e+01,3.071051e+01,     0,2.152771e+02,     0,1.935983e+02,     0,1.191263e+01,4.013757e+02,6.156277e+02,6.035785e+02,4.078109e+02
13,1,398,0.1930664,0.1383789,0.1422852,0.1930664,0,0,0,-5.409848e+01,-3.261076e+01,8.834295e+01,1.606548e+02,1.515114e+02,     0,1.144417e+02,     0,1.068130e+02,9.631637e+01,2.161771e+02,1.990010e+02,2.081242e+02,1.962475e+02,1.867633e+02,2.025966e+02,8.907048e+01,9.992852e+01,8.393037e+01,3.216000e+01,3.354034e+01,3.427737e+01,3.476213e+01,3.418338e+01,3.207261e+01,     0,2.737338e+01,3.405831e+01,2.214488e+01,4.033729e+01,3.475132e+01,2.512110e+02,3.433006e+02,3.431013e+02,2.508728e+02
17,1,399,0.06806641,0.2633789,0.2672852,0.06806641,0,0,0,-1.123695e+02,-5.001906e+01,-1.777945e+02,1.476880e+00,2.892786e-01,     0,2.202729e-01,     0,2.144286e-01,2.074429e-01,     0,3.175759e-01,5.040674e-01,2.214563e-01,1.351889e-01,3.827602e-01,2.983710e-01,1.577387e-01,6.219038e-02,     0,2.223033e-02,9.291590e-02,3.974363e-01,1.174591e-01,1.816857e-01,     0,     0,3.268436e-01,     0,1.450980e-01,3.815024e-02,2.650052e-01,6.058371e-01,6.293748e-01,3.112155e-01
30,2,400,0.07587891,0.1305664,0.2282227,0.07587891,0,0,0,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN
12,1,401,0.2008789,0.2555664,0.1032227,0.2008789,0,0,0,-5.771935e+01,-3.490425e+01,9.235247e+01,1.344089e+02,1.452301e+02,     0,1.218488e+02,     0,4.545984e+01,4.502194e+01,1.366781e+02,1.007927e+02,9.605115e+01,2.639483e+02,2.341107e+02,2.397379e+02,1.049723e+02,1.223382e+02,1.068552e+02,5.199333e+01,3.094957e+01,2.513587e+01,3.621580e+01,2.099758e+01,7.802211e+00,     0,1.027150e+02,     0,1.019575e+02,     0,     0,2.061142e+02,3.000997e+02,2.852198e+02,2.006560e+02
16,1,402,0.2633789,0.06806641,0.1657227,0.2633789,0,0,0,-6.449218e+01,-3.261796e+01,9.036946e+01,3.438623e+02,2.705246e+02,     0,1.732600e+02,     0,2.429815e+02,2.048617e+02,5.544861e+02,5.391589e+02,5.726709e+02,3.129608e+02,3.181481e+02,3.535752e+02,1.311689e+02,1.329058e+02,1.015106e+02,4.268116e+01,6.931397e+01,7.414631e+01,7.092178e+01,8.088145e+01,8.380916e+01,     0,     0,2.105193e+02,     0,2.430990e+02,1.486364e+02,4.832297e+02,7.051045e+02,7.074962e+02,4.716452e+02
17,1,403,0.1383789,0.1930664,0.2907227,0.1383789,0,0,0,-1.964843e+01,-5.492145e+01,-4.375475e+01,1.554751e+00,5.685332e-01,     0,5.039184e-01,     0,4.590527e-01,3.783306e-01,2.894354e-01,7.842993e-01,9.413738e-01,3.646865e-01,4.343145e-01,8.400725e-01,2.264167e-01,2.770873e-01,1.534615e-01,     0,5.055922e-02,1.757676e-01,2.288533e-01,2.547358e-01,3.315289e-01,     0,     0,1.039514e-01,     0,1.565249e-01,5.479172e-02,7.739598e-01,1.183229e+00,1.377074e+00,7.055793e-01
9,1,404,0.1696289,0.09931641,0.07197266,0.1696289,0,0,0,-3.427918e+01,-3.660253e+01,6.428510e+01,1.780644e+02,1.949768e+02,     0,1.567037e+02,     0,1.022259e+02,1.105814e+02,2.131958e+02,2.187671e+02,2.047212e+02,2.716533e+02,2.760181e+02,2.589675e+02,1.344638e+02,1.336879e+02,1.431606e+02,3.376611e+01,3.832708e+01,3.040940e+01,3.361297e+01,3.763923e+01,2.398262e+01,     0,7.937300e+01,1.424621e+01,7.151060e+01,2.047374e+01,2.775104e+01,3.236707e+02,4.070853e+02,4.048841e+02,3.233449e+02
13,1,405,0.2946289,0.2243164,0.1969727,0.2946289,0,0,0,-1.112575e+02,-1.834008e+01,1.128955e+02,2.408433e+02,2.458919e+02,     0,1.798502e+02,     0,1.806511e+02,1.261808e+02,4.105007e+02,2.775452e+02,3.317733e+02,4.026639e+02,3.224863e+02,4.507037e+02,1.429767e+02,2.107879e+02,1.080759e+02,9.078809e+01,7.025243e+01,8.590364e+01,9.139164e+01,6.663471e+01,7.474113e+01,     0,1.165008e+02,3.870062e+01,8.244450e+01,6.262373e+01,4.853523e+01,3.462982e+02,6.248904e+02,6.226710e+02,3.498270e+02
15,1,406,0.2321289,0.1618164,0.2594727,0.2321289,0,0,0,-8.705021e+01,-2.723027e+01,1.086643e+02,1.650567e+02,1.390340e+02,     0,1.023014e+02,     0,1.343799e+02,1.041041e+02,2.699501e+02,2.249785e+02,2.676947e+02,1.316534e+02,1.180858e+02,1.734359e+02,5.403582e+01,6.626686e+01,3.663760e+01,2.986335e+01,2.898928e+01,4.556021e+01,3.560893e+01,3.626096e+01,5.704879e+01,     0,     0,8.425524e+01,     0,9.300557e+01,4.625197e+01,2.063800e+02,3.254533e+02,3.329252e+02,2.064859e+02
19,1,407,0.1071289,0.2868164,0.1344727,0.1071289,0,0,0,-3.231370e+01,-3.233779e+01,-1.014394e+02,1.387110e+00,4.948460e-01,     0,4.516572e-01,     0,1.855265e-01,2.206719e-01,4.088130e-02,3.575093e-01,4.942369e-01,6.001593e-01,6.119622e-01,8.255048e-01,3.802708e-01,4.080267e-01,2.582690e-01,     0,1.521049e-02,1.058755e-01,2.851096e-01,1.603719e-01,1.557315e-01,     0,1.603540e-01,     0,1.657465e-01,     0,     0,6.925757e-01,9.860612e-01,1.101266e+00,6.610506e-01
18,1,408,0.09150391,0.05244141,0.2750977,0.09150391,0,0,0,-1.282612e+01,-3.362793e+01,3.687518e+01,2.002041e+01,1.088280e+01,     0,9.429567e+00,     0,1.300991e+01,1.611995e+01,2.276567e+01,2.530461e+01,2.555801e+01,3.737847e+00,3.320955e+00,4.561676e+00,2.258210e+00,1.108471e+00,1.804450e+00,     0,     0,3.135738e+00,6.211488e-01,1.187077e+00,4.446379e+00,     0,     0,1.733942e+01,     0,1.438012e+01,5.927457e+00,1.694543e+01,2.056817e+01,2.321863e+01,1.977156e+01
15,1,409,0.2165039,0.1774414,0.1500977,0.2165039,0,0,0,-6.874009e+01,-2.901964e+01,9.929405e+01,1.600554e+02,1.735398e+02,     0,1.321494e+02,     0,9.954188e+01,8.462097e+01,2.145150e+02,1.796400e+02,1.911917e+02,2.554239e+02,2.291147e+02,2.598834e+02,1.066448e+02,1.300006e+02,9.897404e+01,4.444613e+01,3.895303e+01,4.039449e+01,4.433715e+01,3.736529e+01,3.415408e+01,     0,6.468570e+01,7.230581e+00,5.476369e+01,1.200171e+01,1.955401e+01,2.586044e+02,3.781144e+02,3.764957e+02,2.597343e+02
30,2,410,0.2790039,0.1149414,0.08759766,0.2790039,0,0,0,-3.019149e+02,4.140490e+01,-1.591385e+02,5.835538e+02,1.874487e+02,     0,4.255897e+02,     0,     0,2.123631e+02,7.171277e+02,1.328659e+03,7.764743e+02,8.069690e+02,1.396318e+03,9.248145e+02,     0,     0,7.639698e+02,5.514875e+02,4.325390e+02,1.114860e+02,1.603791e+03,1.207904e+03,3.192938e+02,     0,6.038441e+02,     0,5.484514e+02,6.620198e+02,3.024374e+02,1.437642e+03,1.160734e+03,1.176358e+03,9.352542e+02
13,1,411,0.1540039,0.2399414,0.2125977,0.1540039,0,0,0,-1.186365e+02,-2.652188e+01,-2.751987e+01,5.276349e+01,6.037753e+01,     0,3.472055e+01,     0,4.724649e+01,1.620267e+01,5.187602e+01,2.087636e+01,3.147027e+01,7.083821e+01,1.833714e+01,6.139894e+01,3.326572e+01,3.642306e+01,3.406384e+01,1.444340e+01,7.024484e+00,1.585818e+01,1.153878e+01,     0,5.936364e+00,     0,2.873632e+01,2.556174e+00,2.410058e+01,1.043067e+01,1.416631e+00,7.243453e+01,9.324590e+01,6.808280e+01,4.372009e+01
11,1,412,0.1227539,0.1461914,0.1188477,0.1227539,0,0,0,-3.265683e+01,-3.396342e+01,7.014168e+01,4.306363e+01,4.914338e+01,     0,4.080462e+01,     0,2.332224e+01,2.337773e+01,4.521930e+01,4.245561e+01,4.254573e+01,6.342485e+01,6.135999e+01,6.170367e+01,3.458380e+01,3.566285e+01,3.423444e+01,9.508032e+00,7.977894e+00,7.383970e+00,8.970469e+00,7.779822e+00,6.698969e+00,     0,1.536289e+01,     0,1.520208e+01,     0,4.656412e-01,7.417622e+01,9.237728e+01,9.155029e+01,7.344490e+01
30,2,413,0.2477539,0.2711914,0.2438477,0.2477539,0,0,0,-1.381565e+02,-5.309275e+01,-9.922043e+00,     0,     0,     0,2.130787e+03,     0,     0,7.262506e+02,1.213172e+03,2.916503e+03,     0,1.160915e+03,2.110125e+03,6.108657e+01,6.273189e+02,1.832812e+03,3.062940e+03,3.523723e+02,2.543966e+03,     0,1.333739e+03,1.796280e+03,2.822761e+02,     0,1.053163e+03,5.836125e+03,6.543586e+03,     0,8.802932e+03,1.891241e+03,2.631133e+03,2.143508e+03,     0
14,1,414,0.1852539,0.08369141,0.1813477,0.1852539,0,0,0,-4.518037e+01,-3.371723e+01,8.048415e+01,1.894089e+02,1.474068e+02,     0,1.078786e+02,     0,1.345906e+02,1.243809e+02,2.652412e+02,2.662930e+02,2.819339e+02,1.346299e+02,1.354603e+02,1.550846e+02,6.606623e+01,6.084037e+01,5.680175e+01,1.656087e+01,2.556901e+01,3.394863e+01,2.665870e+01,3.290585e+01,4.462757e+01,     0,     0,1.072589e+02,     0,1.103223e+02,6.295754e+01,2.517585e+02,3.344824e+02,3.428337e+02,2.550500e+02
18,1,415,0.06025391,0.2086914,0.05634766,0.06025391,0,0,0,-2.513897e+01,-3.685063e+01,-1.004621e+02,1.543101e+00,7.809790e-01,     0,6.865375e-01,     0,1.909386e-01,2.592473e-01,1.421902e-01,5.070172e-01,5.365413e-01,9.550998e-01,1.146052e+00,1.166842e+00,7.663900e-01,5.840922e-01,5.703298e-01,3.833708e-02,3.085354e-02,9.095773e-02,3.140523e-01,1.685632e-01,8.405575e-02,     0,3.715352e-01,     0,4.257510e-01,     0,     0,1.184807e+00,1.413346e+00,1.495411e+00,1.095853e+00
23,1,416,0.06416016,0.1579102,0.2868164,0.06416016,0,0,0,-7.487834e+01,-4.353246e+01,-1.572674e+02,1.270302e+00,3.369073e-01,     0,2.735747e-01,     0,2.621945e-01,3.037498e-01,     0,4.138342e-01,6.311798e-01,1.319636e-01,1.057346e-01,3.317098e-01,1.158185e-01,9.058328e-02,5.875242e-02,     0,6.740033e-04,1.119992e-01,1.574413e-01,9.784935e-02,1.816467e-01,     0,     0,2.395438e-01,     0,1.931638e-01,6.079285e-02,3.489575e-01,5.935025e-01,6.982725e-01,4.206505e-01
14,1,417,0.1891602,0.2829102,0.1618164,0.1891602,0,0,0,-7.107428e+01,-2.850829e+01,1.058728e+02,6.018494e+01,6.025514e+01,     0,5.128730e+01,     0,2.247912e+01,1.872923e+01,6.420577e+01,4.280522e+01,4.320336e+01,1.079842e+02,9.203219e+01,1.026582e+02,4.562575e+01,5.400784e+01,3.893548e+01,2.415007e+01,1.355574e+01,1.226138e+01,1.799568e+01,1.030187e+01,7.008803e+00,     0,3.352603e+01,     0,3.348877e+01,     0,     0,8.602076e+01,1.305625e+02,1.243533e+02,8.311963e+01
9,1,418,0.2516602,0.09541016,0.09931641,0.2516602,0,0,0,-5.829741e+01,-3.449078e+01,8.536369e+01,3.092450e+02,2.925223e+02,     0,2.049724e+02,     0,1.874798e+02,1.818138e+02,4.559691e+02,4.429566e+02,4.374724e+02,4.249205e+02,4.253591e+02,4.331199e+02,1.698926e+02,1.800545e+02,1.707393e+02,5.773695e+01,7.719956e+01,6.589832e+01,6.911335e+01,7.897463e+01,5.525600e+01,     0,1.013191e+02,9.902032e+01,8.142743e+01,1.208601e+02,9.904385e+01,4.993041e+02,7.101643e+02,7.090683e+02,4.991133e+02
16,1,419,0.1266602,0.2204102,0.2243164,0.1266602,0,0,0,-1.949830e+01,-4.374645e+01,-5.978774e+01,1.486672e+00,4.992764e-01,     0,4.507465e-01,     0,3.820754e-01,3.246025e-01,1.673627e-01,6.167584e-01,7.675130e-01,4.418109e-01,4.825022e-01,7.990296e-01,2.832685e-01,3.356959e-01,1.790855e-01,     0,4.766766e-02,1.506833e-01,2.584631e-01,2.192395e-01,2.574008e-01,     0,     0,     0,2.502540e-03,8.333134e-02,4.939585e-02,7.563660e-01,1.114133e+00,1.256881e+00,6.697733e-01
12,1,420,0.1579102,0.06416016,0.1305664,0.1579102,0,0,0,-3.123414e+01,-3.262797e+01,6.407641e+01,1.824233e+02,1.410125e+02,     0,1.065716e+02,     0,1.279695e+02,1.274396e+02,2.389873e+02,2.523760e+02,2.536326e+02,1.402782e+02,1.462189e+02,1.500776e+02,7.601456e+01,6.770940e+01,7.198555e+01,1.615639e+01,2.541457e+01,2.761410e+01,2.368600e+01,2.971004e+01,3.369989e+01,     0,     0,9.085263e+01,     0,9.542720e+01,6.157503e+01,2.634724e+02,3.277468e+02,3.316241e+02,2.649166e+02
14,1,421,0.2829102,0.1891602,0.2555664,0.2829102,0,0,0,-1.109297e+02,-2.250271e+01,1.117899e+02,2.347976e+02,1.985213e+02,     0,1.405176e+02,     0,2.103018e+02,1.455910e+02,4.301587e+02,3.141284e+02,3.969515e+02,2.407386e+02,2.005197e+02,3.108086e+02,9.109636e+01,1.353348e+02,5.488066e+01,6.214981e+01,5.090907e+01,7.908207e+01,7.204871e+01,6.101343e+01,8.465821e+01,     0,6.250072e+00,1.057092e+02,     0,1.418715e+02,7.702522e+01,3.072574e+02,5.381255e+02,5.361245e+02,2.972336e+02
14,1,422,0.2204102,0.1266602,0.1930664,0.2204102,0,0,0,-6.635929e+01,-3.106213e+01,9.665979e+01,2.037389e+02,1.678019e+02,     0,1.199474e+02,     0,1.515374e+02,1.265652e+02,3.086268e+02,2.800681e+02,3.100899e+02,1.815516e+02,1.723968e+02,2.093858e+02,7.864076e+01,8.803317e+01,6.362470e+01,3.212492e+01,3.714211e+01,4.684563e+01,4.119484e+01,4.272011e+01,5.289205e+01,     0,     0,9.292238e+01,     0,1.046954e+02,6.387828e+01,2.801654e+02,4.046000e+02,4.076332e+02,2.780739e+02
30,2,423,0.09541016,0.2516602,0.06806641,0.09541016,0,0,0,-2.291135e+02,-9.981805e+01,4.674156e+01,9.405160e+01,9.250984e+01,     0,1.099876e+02,     0,     0,5.516240e+01,7.967085e+01,1.770418e+02,1.203868e+02,1.077397e+02,2.825781e+02,1.451175e+02,3.073903e+01,     0,5.885996e+01,4.470974e+01,1.022173e+02,5.862278e+01,2.991277e+01,     0,1.241198e+01,     0,1.748094e+02,     0,4.071733e+01,     0,2.510619e+01,1.517974e+02,1.569702e+02,2.172335e+02,1.414797e+02
20,1,424,0.1110352,0.1110352,0.2086914,0.1110352,0,0,0,-1.887971e+01,-4.546520e+01,4.039948e+01,4.429732e+00,2.798469e+00,     0,2.277896e+00,     0,2.442478e+00,2.505416e+00,3.999501e+00,4.714730e+00,4.989613e+00,1.765959e+00,1.893751e+00,2.481109e+00,1.125012e+00,8.286385e-01,9.735622e-01,1.466358e-01,3.098311e-01,6.550495e-01,4.270180e-01,5.638311e-01,9.869349e-01,     0,     0,1.917072e+00,     0,1.624426e+00,7.558811e-01,4.241163e+00,5.420948e+00,5.884610e+00,4.468260e+00
12,1,425,0.2360352,0.2360352,0.08369141,0.2360352,0,0,0,-6.470546e+01,-3.341073e+01,9.375429e+01,2.071057e+02,2.381487e+02,     0,1.923891e+02,     0,7.782772e+01,7.951335e+01,2.314288e+02,1.777340e+02,1.723176e+02,4.315845e+02,3.833925e+02,3.961699e+02,1.540793e+02,1.920300e+02,1.712881e+02,8.068479e+01,5.332500e+01,4.360311e+01,5.839961e+01,3.869624e+01,1.725189e+01,     0,1.828124e+02,     0,1.730667e+02,     0,     0,3.231605e+02,4.903646e+02,4.716333e+02,3.221196e+02
10,1,426,0.2985352,0.1735352,0.1461914,0.2985352,0,0,0,-9.297857e+01,-2.336109e+01,1.062781e+02,2.999262e+02,3.050080e+02,     0,2.125005e+02,     0,2.048580e+02,1.601189e+02,4.938236e+02,3.847485e+02,4.223248e+02,5.017674e+02,4.367256e+02,5.367053e+02,1.730579e+02,2.358319e+02,1.519711e+02,9.355603e+01,8.965999e+01,9.495629e+01,1.006503e+02,8.646460e+01,7.491199e+01,     0,1.501746e+02,5.992829e+01,1.136834e+02,8.829314e+01,7.681569e+01,4.589016e+02,7.687090e+02,7.648276e+02,4.629537e+02
21,1,427,0.1735352,0.2985352,0.2711914,0.1735352,0,0,0,-2.116970e+01,-2.737989e+01,-9.851412e+00,1.626957e+00,5.696491e-01,     0,5.399205e-01,     0,4.943605e-01,3.758356e-01,4.282909e-01,6.351228e-01,9.044777e-01,6.574613e-01,5.297344e-01,1.013915e+00,3.927826e-01,4.843188e-01,1.773248e-01,     0,4.309945e-02,2.022515e-01,3.989716e-01,2.465979e-01,3.399282e-01,     0,     0,     0,3.892957e-02,1.528810e-01,5.021322e-02,8.570377e-01,1.407660e+00,1.509614e+00,6.919435e-01
13,1,428,0.1422852,0.1422852,0.05244141,0.1422852,0,0,0,-2.874112e+01,-3.859395e+01,5.790743e+01,1.236736e+02,1.492301e+02,     0,1.287206e+02,     0,5.270126e+01,6.271537e+01,1.209986e+02,1.145254e+02,1.054384e+02,2.223520e+02,2.186781e+02,1.995221e+02,1.130184e+02,1.136028e+02,1.247776e+02,3.150000e+01,2.381033e+01,1.758663e+01,2.402277e+01,1.911455e+01,8.137290e+00,     0,8.652003e+01,     0,8.519185e+01,     0,     0,2.266348e+02,2.792611e+02,2.727033e+02,2.232839e+02
16,1,429,0.2672852,0.2672852,0.1774414,0.2672852,0,0,0,-1.042275e+02,-1.820780e+01,1.139653e+02,1.824714e+02,2.047708e+02,     0,1.603929e+02,     0,1.049705e+02,7.646175e+01,2.593315e+02,1.652230e+02,1.895407e+02,3.617003e+02,2.878413e+02,3.728960e+02,1.307984e+02,1.867303e+02,1.100662e+02,8.080482e+01,5.173484e+01,5.669003e+01,6.931007e+01,4.294285e+01,4.557552e+01,     0,1.295320e+02,     0,1.038411e+02,     0,5.610225e+00,2.629501e+02,4.623213e+02,4.589841e+02,2.693900e+02
17,1,430,0.2047852,0.07978516,0.2399414,0.2047852,0,0,0,-5.348665e+01,-3.435832e+01,8.769556e+01,2.092048e+02,1.583888e+02,     0,1.146396e+02,     0,1.510277e+02,1.338885e+02,3.097238e+02,3.055619e+02,3.353250e+02,1.188240e+02,1.175180e+02,1.516440e+02,5.655606e+01,4.902523e+01,3.961797e+01,1.220980e+01,2.218160e+01,3.992969e+01,2.725944e+01,3.627278e+01,6.097294e+01,     0,     0,1.519560e+02,     0,1.501225e+02,7.236286e+01,2.464269e+02,3.438717e+02,3.620602e+02,2.542156e+02
18,1,431,0.07978516,0.2047852,0.1149414,0.07978516,0,0,0,-2.830015e+01,-3.811831e+01,-1.007312e+02,1.398623e+00,5.622399e-01,     0,4.830909e-01,     0,2.268443e-01,2.634496e-01,5.393565e-02,4.646653e-01,5.876572e-01,5.567668e-01,6.497001e-01,8.181270e-01,4.316605e-01,3.840097e-01,2.967664e-01,     0,2.410821e-02,1.082949e-01,2.661276e-01,1.721399e-01,1.686197e-01,     0,1.010636e-01,     0,1.372636e-01,     0,     0,8.065385e-01,1.042798e+00,1.163917e+00,7.538280e-01
11,1,432,0.07197266,0.07197266,0.09150391,0.07197266,0,0,0,-1.282748e+01,-2.612111e+01,3.948917e+01,3.688149e+01,2.980694e+01,     0,2.562750e+01,     0,2.715112e+01,2.855925e+01,4.093209e+01,4.420835e+01,4.305532e+01,2.908113e+01,3.073420e+01,3.017766e+01,1.990207e+01,1.808362e+01,2.006551e+01,3.877313e+00,4.822414e+00,5.075156e+00,4.430991e+00,5.124470e+00,5.575850e+00,     0,     0,1.132765e+01,     0,1.134809e+01,8.547925e+00,5.735859e+01,6.500626e+01,6.562583e+01,5.769353e+01
16,1,433,0.1969727,0.1969727,0.2165039,0.1969727,0,0,0,-7.904059e+01,-2.735145e+01,1.068120e+02,8.542793e+01,7.408970e+01,     0,5.759814e+01,     0,6.541785e+01,5.214140e+01,1.245624e+02,1.008007e+02,1.175650e+02,8.639042e+01,7.519864e+01,9.871749e+01,3.759876e+01,4.807703e+01,3.082939e+01,1.985188e+01,1.642315e+01,2.230329e+01,2.050799e+01,1.737612e+01,2.334270e+01,     0,     0,2.237177e+01,     0,2.608892e+01,1.712174e+01,1.167890e+02,1.748753e+02,1.748615e+02,1.159486e+02
15,1,434,0.2594727,0.1344727,0.2790039,0.2594727,0,0,0,-9.046501e+01,-2.763671e+01,1.077048e+02,2.338221e+02,1.937117e+02,     0,1.359378e+02,     0,1.965206e+02,1.451324e+02,4.066427e+02,3.424864e+02,4.112435e+02,1.716149e+02,1.572368e+02,2.399622e+02,6.948250e+01,8.376713e+01,3.756802e+01,3.641239e+01,3.938241e+01,6.531693e+01,5.003026e+01,5.486161e+01,8.843357e+01,     0,     0,1.521880e+02,     0,1.694066e+02,7.900079e+01,2.835831e+02,4.600646e+02,4.749314e+02,2.808403e+02
19,0,435,0.1344727,0.2594727,0.1540039,0.1344727,0,0,0,-1.656594e+02,4.152150e+01,4.615044e+01,9.219453e+01,     0,     0,4.238964e+01,     0,3.618352e+01,8.946316e+01,6.823481e+01,1.092755e+01,7.564357e+01,1.150517e+02,1.446741e+02,1.049316e+02,6.433869e+01,2.176082e+02,1.066477e+02,1.297981e+01,6.736254e-01,     0,3.328051e+01,1.461009e+01,     0,     0,8.133723e+01,     0,7.505570e+03,     0,7.651417e+03,9.014787e+01,1.427796e+02,2.543991e+02,1.721944e+02
15,1,436,0.1657227,0.1657227,0.1852539,0.1657227,0,0,0,-5.726856e+01,-3.151218e+01,9.414575e+01,6.754793e+01,5.816040e+01,     0,4.551292e+01,     0,4.885677e+01,4.242576e+01,9.037470e+01,8.065022e+01,8.884995e+01,6.466525e+01,5.983003e+01,7.094331e+01,3.059512e+01,3.519219e+01,2.758376e+01,1.270115e+01,1.202690e+01,1.487729e+01,1.346939e+01,1.263030e+01,1.566001e+01,     0,     0,1.766870e+01,     0,1.907605e+01,1.347222e+01,9.557589e+01,1.313174e+02,1.319205e+02,9.555816e+01
30,2,437,0.2907227,0.2907227,0.06025391,0.2907227,0,0,0,-2.286944e+02,2.057253e+01,4.836458e+01,2.650680e+03,2.529144e+03,     0,2.504564e+03,     0,2.580340e+03,3.461470e+03,3.627303e+01,5.656012e+03,1.516171e+03,6.467513e+03,     0,1.431706e+03,5.165391e+03,4.141824e+03,2.473148e+03,2.355227e+03,     0,3.320099e+03,7.016466e+02,1.030973e+04,     0,     0,1.953972e+03,6.051405e+03,3.781989e+03,9.006648e+02,9.332012e+02,1.730315e+03,1.288234e+04,7.192520e+03,4.232863e+02
10,1,438,0.2282227,0.1032227,0.1227539,0.2282227,0,0,0,-5.561216e+01,-3.376762e+01,8.567265e+01,2.611832e+02,2.344646e+02,     0,1.666716e+02,     0,1.698388e+02,1.578682e+02,3.769787e+02,3.625505e+02,3.689818e+02,3.128124e+02,3.103188e+02,3.247904e+02,1.338266e+02,1.432529e+02,1.274774e+02,4.545563e+01,5.801447e+01,5.419134e+01,5.505966e+01,6.068877e+01,5.005056e+01,     0,4.809400e+01,8.866636e+01,3.604509e+01,1.049236e+02,8.152451e+01,4.074010e+02,5.666131e+02,5.670388e+02,4.062935e+02
25,1,439,0.1032227,0.2282227,0.2477539,0.1032227,0,0,0,-4.386940e+01,-4.873037e+01,-1.136763e+02,1.354024e+00,3.837540e-01,     0,3.530330e-01,     0,2.985561e-01,2.636961e-01,     0,4.622572e-01,6.127554e-01,2.760251e-01,3.150571e-01,6.257359e-01,1.661487e-01,2.459289e-01,1.213477e-01,     0,3.534113e-02,1.244304e-01,2.135826e-01,1.782406e-01,2.192073e-01,     0,     0,     0,     0,8.068190e-02,3.734269e-02,5.454167e-01,8.630646e-01,9.808835e-01,4.943890e-01
16,1,440,0.08759766,0.1188477,0.1696289,0.08759766,0,0,0,-1.517080e+01,-5.612571e+01,-5.040213e+01,1.779092e+00,8.142070e-01,     0,6.590494e-01,     0,5.432270e-01,5.582069e-01,5.667134e-01,1.161110e+00,1.261736e+00,5.233220e-01,7.161935e-01,9.433606e-01,4.533595e-01,3.278948e-01,3.256946e-01,     0,8.570377e-02,1.826058e-01,2.319467e-01,2.543784e-01,3.090988e-01,     0,     0,2.800760e-01,     0,2.336052e-01,1.313567e-01,1.210035e+00,1.528046e+00,1.757497e+00,1.208666e+00
13,1,441,0.2125977,0.2438477,0.2946289,0.2125977,0,0,0,-1.096016e+02,-2.251314e+01,1.169918e+02,4.182758e+01,3.612067e+01,     0,2.965803e+01,     0,3.566910e+01,2.661154e+01,6.771338e+01,4.932710e+01,6.255580e+01,3.672856e+01,2.981005e+01,4.979294e+01,1.477109e+01,2.114657e+01,1.044297e+01,1.141359e+01,7.959619e+00,1.333470e+01,1.065187e+01,9.009998e+00,1.592960e+01,     0,     0,1.408086e+01,     0,1.616702e+01,7.133955e+00,4.971528e+01,8.522266e+01,8.634180e+01,4.980018e+01
15,1,442,0.2750977,0.05634766,0.2321289,0.2750977,0,0,0,-7.140018e+01,-3.204144e+01,9.482269e+01,3.546208e+02,2.755642e+02,     0,1.749522e+02,     0,2.683269e+02,2.045800e+02,5.987182e+02,5.682588e+02,6.369544e+02,2.567333e+02,2.579907e+02,3.271525e+02,1.091298e+02,1.069051e+02,6.168809e+01,3.044341e+01,5.666118e+01,7.894752e+01,6.640539e+01,8.209780e+01,1.122482e+02,     0,     0,2.799715e+02,     0,3.075271e+02,1.572751e+02,4.452860e+02,6.766014e+02,6.982379e+02,4.366350e+02
12,1,443,0.1500977,0.1813477,0.1071289,0.1500977,0,0,0,-4.026405e+01,-3.625038e+01,7.740365e+01,7.866392e+01,8.955624e+01,     0,7.454579e+01,     0,3.439730e+01,3.538678e+01,8.022112e+01,6.945618e+01,6.784552e+01,1.328068e+02,1.247578e+02,1.236887e+02,6.449586e+01,6.851336e+01,6.498826e+01,2.197435e+01,1.559475e+01,1.310930e+01,1.781339e+01,1.317263e+01,8.513849e+00,     0,4.190794e+01,     0,4.170669e+01,     0,     0,1.322553e+02,1.719799e+02,1.677403e+02,1.297309e+02
14,1,444,0.1188477,0.08759766,0.2633789,0.1188477,0,0,0,-2.683263e+01,-3.905091e+01,6.320194e+01,2.627994e+01,1.684227e+01,     0,1.397900e+01,     0,1.733118e+01,1.958687e+01,3.240348e+01,3.463361e+01,3.615491e+01,7.694522e+00,7.351332e+00,1.033441e+01,4.522293e+00,2.747191e+00,3.733738e+00,3.801148e-02,6.987176e-01,4.345173e+00,1.624287e+00,2.560791e+00,6.680031e+00,     0,     0,2.021930e+01,     0,1.693893e+01,7.069665e+00,2.503159e+01,3.176602e+01,3.533645e+01,2.821893e+01
